,弹幕,label
6887,开头见,0
6888,字幕超棒呀,0
6889,表白一体机瓜瓜,0
6890,开头见,0
6891,表白一体机瓜瓜,0
6892,开头见,0
6893,开头见,0
6894,开头见,0
6895,开头见,0
6896,开头见,0
6897,开头见,0
6898,开头见,0
6899,啊啊啊啊啊啊,0
6900,情敌开头见！！,0
6901,继大荒神又一首单曲循环,0
6902,最喜欢长生诀，第二鱼，第三天魔策。,0
6903,骚啊不求人,0
6904,这是n港啊,0
6905,这位职业选手请先分清N港和G港,0
6906,N港：我知道了，我是g港,0
6907,  他是虎牙主播   不是职业选手！！！麻烦别乱说！！,0
6908,骚啊不求人,0
6909,这里是g港？我怕是玩了一个假游戏哟,0
6910,某牙不求人,0
6911,一人屠一城，唯有不求人。,0
6912,游戏结束,0
6913,音画不同步怪,0
6914,G港N港不分吗？,0
6915,骚啊，不求人,0
6916,不求人,0
6917,一人屠一城 唯有不求人,0
6918,骚啊不求人,0
6919,让你表演节目。你在这擦玻璃呢？,0
6920,谁让他碰的电脑,0
6921,求啊，不骚人,0
6922,N港:原来我叫G港,0
6923,骚呀 不求人,0
6924,骚啊，不求人,0
6925,虎牙不求人，每天中午打红衣军，你进娱乐海岛开全体麦就知道了,0
6926,骚啊，不是人,0
6927,垃接不求人,0
6928,G港？,0
6929,不求人是职业选手吗？。。。不是虎牙主播吗,0
6930,这不是不求人吗,0
6931,等等。。。这是n港吧,0
6932,巧了，不管什么游也好，对于一个游戏能有职业我也很不理解,0
6933,骚啊不求人,0
6934,又是职业,0
6935,人啊，不求骚,0
6936,大兄弟，这是N港,0
6937,毫无弹幕,0
6938,给我一部小米8，战神没问题，本人现在王牌,0
6939,你确定这不是n港？,0
6940,这是n港啊,0
6941,骚啊不求人,0
6942,小哥哥好帅！,0
6943,标题云玩家,0
6944,游戏结束,0
6945,我也喜欢看不求人的直播  但是觉得刷口号 真的好羞耻,0
6946,骚呀不求人,0
6947,大傻子这是N港好吧,0
6948,我的名字就叫我一人丶屠一城,0
6949,本来就是挂,0
6950,骚啊不求人,0
6951,我还以为是猛男宣告呢,0
6952,骚啊不求人,0
6953,你家G港长这样,0
6954,这是g港？,0
6955,医生你变了,0
6956,求啊 不骚人,0
6957,手机讲真难玩,0
6958,这是g港？？？,0
6959,这不是n港吗？,0
6960,学到了学到了，原来这里是g港而不是n港,0
6961,不求祭天，法力无边,0
6962,这特么N港，还G港    666,0
6963,我看到他这个条纹衣服，居然第一眼把他看成了一方通行，我还有救吗？,0
6964,这画质感人,0
6965,谁说的,0
6966,一人屠一城，唯有不求人,0
6967,悄悄的说这是n港,0
6968,不老师,0
6969,这是竞技模式啊，刚捡的枪枪膛里没子弹,0
6970,这是N港,0
6971,游戏结束,0
6972,首先你得有一个不卡的手机,0
6973,r8一响爹妈白养,0
6974,N港。。,0
6975,骚啊，不求了,0
6976,不捡子弹很强,0
6977,午时已到,0
6978,不啊骚求人,0
6979,不捡子弹,0
6980,这是n港好不好,0
6981,骚啊，不求人,0
6982,游戏结束,0
6983,n港：原来我叫g港,0
6984,手游的魔王,0
6985,出现了，结束怪,0
6986,游戏结束,0
6987,游戏结束,0
6988,羡慕他们有好手机,0
6989,手指操作,0
6990,看见这个画质就知道我们不是一类人,0
6991,哈哈哈刺激战场又,0
6992,你先说无敌战神的都是吹的吧！,0
6993,午时已到,0
6994,捡到全自动，游戏结束,0
6995,骚啊不求人,0
6996,原来这叫G港,0
6997,帧数感人,0
6998,n港。。。。,0
6999,贴膜游戏,0
7000,米八可否一战？,0
7001,这尼玛不是N港吗,0
7002,这是皇冠局？皇冠局G港这么多人？,0
7003,米大年,0
7004,n港好吗,0
7005,鉴定完毕，竞技模式,0
7006,竞技模式好评,0
7007,说n港的你才sha呢,0
7008,虎牙不求人?,0
7009,四指差评,0
7010,这是n港吧。。。。,0
7011,骚啊不求人,0
7012,我先来，游戏结束。,0
7013,人啊，不求骚,0
7014,讲究,0
7015,这是N港吧？,0
7016,这是n迷,0
7017,落地m4，这不是我,0
7018,对这肯定是g港,0
7019,外设，他这是演的,0
7020,N港:原来我叫G港，现在才发现,0
7021,这不是n港吗？,0
7022,还不捡子弹。竞技模式懂吗？,0
7023,N港不认识？？发啥视频,0
7024,红衣苟好评,0
7025,在B站看到不老师啦啦啦,0
7026,这个up主的视频都是音画不同步。。。。差评,0
7027,确定不是m4灭队？,0
7028,名字好评,0
7029,竞技模式，正常,0
7030,不求人不是职业好不好,0
7031,ID即将发生,0
7032,这他喵的事N港,0
7033,音画不同步,0
7034,手游魔王是难言好吧,0
7035,音画不同步,0
7036,不求人有职业认证,0
7037,求啊，不骚人！,0
7038,游戏结束,0
7039,这是竞技模式,0
7040,这个up第n个视频音画不同步了,0
7041,首先得家里有矿,0
7042,好手机就是这样,0
7043,这是n港,0
7044,难受,0
7045,菜得一拼,0
7046,声画不同步,0
7047,每次语音不同步,0
7048,不求人是DKG的  新战队？,0
7049,说外设的大哥，直播的时候有一个地方有摄像头拍摄手机的,0
7050,唉鼻屎？，很烦《大司马》,0
7051,音画不同，讲究,0
7052,这不是虎牙亦笙的头像吗,0
7053,不是很懂，这不是n港吗,0
7054,海克斯科技枪！,0
7055,海克斯科技枪,0
7056,没人吗,0
7057,我感觉段位不会太高,0
7058,人啊，不求骚,0
7059,要是我手机有这画质我吃鸡就舒服多了,0
7060,我听到了未来的声音,0
7061,5k5科技枪,0
7062,sks不是神器？我进站超喜欢用,0
7063,这不是p港吗,0
7064,嘴上勉为其难，心里真香,0
7065,这么闲,0
7066,嘤画不同步,0
7067,这是n港,0
7068,陆贲微科技枪,0
7069,竞技模式,0
7070,科技枪,0
7071,这是n港,0
7072,音话怎么不同步,0
7073,竞技模式里的枪没有子弹好吧,0
7074,枪里还有20发子弹………,0
7075,20发子弹不要讲究,0
7076,话音不同步看着难受，溜了溜了,0
7077,人啊，不求骚,0
7078,海克斯科技枪,0
7079,科技之枪,0
7080,迷你都不要,0
7081,段位高对手捞,0
7082,发现在现场,0
7083,海克斯科技枪,0
7084,竞技模式 枪里没有子弹好吧ヽ( ￣д￣;)ノ,0
7085,这是G港？,0
7086,竞技模式里枪。不带子弹啊,0
7087,有sks了,0
7088,竞技模式超级多组队的,0
7089,说实话红衣军不到国际服到国服，呵，好笑,0
7090,很奇缺好评,0
7091,在现场,0
7092,这特么n港啊，标题君什么鬼,0
7093,弹幕有些人真酸啊,0
7094,拿5K5？,0
7095,求啊，骚不人,0
7096,为什么要mini？,0
7097,五开五,0
7098,露奔委科技枪,0
7099,这个模式枪里诗不带子弹的，而且不会自动开门，换弹，,0
7100,竞技模式枪里没子弹！,0
7101,海克斯科技枪,0
7102,科学家之枪,0
7103,29杀上央视,0
7104,不换迷你，子弹，差评。还职业。 ,0
7105,N港:原来我叫G港,0
7106,晋级模式,0
7107,有sk为什么要mini,0
7108,竞技模式枪里没子弹,0
7109,音话不同步啊婆主永远也火不了,0
7110,说是g港的看看右上小地图,0
7111,这标题也是nb的,0
7112,话音不同的是手机问题吧,0
7113,娱乐模式好评,0
7114,不扣枪吗,0
7115,这人不是挂我tm都不信,0
7116,哦搜狗你就说,0
7117,科技枪,0
7118,说扣枪的先下个游戏,0
7119,迷你那个你是不是压不住别的,0
7120,有卢老爷为什么要mini？,0
7121,你sks没配件要不要呢？,0
7122,n港吧,0
7123,mini无射速上限,0
7124,哪里拿了mini,0
7125,刚才换迷你那个傻子你看视频了么，比赛好么。。没有自带三十发,0
7126,海克斯科技枪,0
7127,这是N港。。。up走点心吧,0
7128,逐渐忘记标题,0
7129,一级甲跟纸糊的一样,0
7130,本来就是还原端游，所以这个模式嘛，非常的穷,0
7131,科技之枪,0
7132,说不换mini子弹笑死我了，这是竞技枪不带子弹好吗?,0
7133,娱乐模式,0
7134,这是n港,0
7135,竞技模式不能扣枪中的子弹,0
7136,话音不同步掩盖挂？故意搞的,0
7137,无射速上线那个是slr吧,0
7138,无射速上限你给我打一个一秒三十发来看看,0
7139,SKS有射速上限吧,0
7140,所有连狙都无射速上限的好吧。。,0
7141,竞技模式枪里没子弹,0
7142,有个名字挺骚,0
7143,真男人警告,0
7144,g港？,0
7145,mini伤害不高啊,0
7146,这个模式练技术不懂？,0
7147,竞技模式是真的好玩,0
7148,原来这是G港,0
7149,mini其实挺好用的，但是有sks就没必要拿了,0
7150,竞技枪压根没子弹，怎么扣？,0
7151,左下角。。。。。,0
7152,吃鸡我只服小刘最英俊,0
7153,音画不同步,0
7154,呵呵g港,0
7155,真的是音画不同步,0
7156,slr不限制射速,0
7157,两秒十七发，开哥我们想你了,0
7158,把N港看成G港差评,0
7159,我说那个观洞啥的别误会,0
7160,没看见5.56不够啊。,0
7161,为什么他没有开火键,0
7162,这里不是N港吗,0
7163,这模式是正的穷,0
7164,这个模式取消小地图声音脚步车辆声音,0
7165,确定不是N港,0
7166,mini稳,0
7167,这不是N港吗,0
7168,n港吧,0
7169,竞技嘛,0
7170,改了吗枪捡起来要自己上子弹,0
7171,这是N港吧,0
7172,我不缺意识，我缺的是技术,0
7173,娱乐模式不分段位,0
7174,胡冬季这个号是皇冠段位的 单人四排谢谢,0
7175,竞技模式可以开全部跟敌人谈话,0
7176,确定不是n港而是g港？,0
7177,玩小号的，你看过他直播吗,0
7178,风扇吹手不出汗,0
7179,现在弹幕智商一个比一个，，，,0
7180,不显示脚步枪声,0
7181,步枪扩容，狙击快速还行,0
7182,我决定在这里面可以练习听声辩位。,0
7183,这不是娱乐,0
7184,左下角水印,0
7185,N港还是G港,0
7186,科普一下，竞技模式匹配跟段位无关,0
7187,.....这是G港？后知后觉,0
7188,喵喵喵,0
7189,分段位的，但不上分,0
7190,说不是娱乐的看下右下角,0
7191,竞技模式,0
7192,竞技模式太正常了,0
7193,直播可以开延迟，懂不？,0
7194,2秒17发 是糯米谢谢,0
7195,右上角的N告诉我们一切,0
7196,n港好不好,0
7197,红衣军模式嘛大家都懂,0
7198,我不酸他我酸敌人,0
7199,他的开火键在哪,0
7200,这个在现场,0
7201,竞技有自动拾取吗？,0
7202,哪里拿了mini,0
7203,这就是up主说的g港？玩过没有？,0
7204,在左上角，透明了,0
7205,学到了,0
7206,左上角,0
7207,左上角隐形,0
7208,这模式太穷了,0
7209,听声辨位。。。难道不是都会的嘛。。。。,0
7210,左上角，四指操作,0
7211,左上方,0
7212,这里原来可以上来,0
7213,右上角为什么没有枪声和脚步声,0
7214,左上,0
7215,sks射速上限取消了不是？,0
7216,开火键那个看左上角,0
7217,看看人家这个耳机，我就知道我比不过,0
7218,现在才知道那里可以上去的+1,0
7219,名字上面,0
7220,左上角,0
7221,都没发现标题错了吗，不是g港是n港,0
7222,竞技模式是什么,0
7223,左上,0
7224,你确定是g港不是n港？,0
7225,说实话我更喜欢这个模式,0
7226,主播西伯利亞k5耳機,0
7227,消嘤器！！,0
7228,开火键在左上角，10%透明度,0
7229,医疗箱瞩目,0
7230,娱乐的竞技模式,0
7231,他是,0
7232,没有小地图的声音提示，枪里没子弹，是娱乐里的竞技,0
7233,看完后我决定下个虎牙看看不求人大大,0
7234,他3dtouch的吧,0
7235,右下,0
7236,为什么要确定这是N港。右上不是有字母么,0
7237,右下角瞩目,0
7238,好卡啊,0
7239,音画不同有点难受,0
7240,敌方ID瞩目,0
7241,苗人凤,0
7242,ID瞩目,0
7243, ID特别污,0
7244,ID瞩目,0
7245,Jd很秀,0
7246,竞技模式  这个挺难的啊,0
7247,他喵的竞技模式不是娱乐吗？,0
7248,我与他之间只差一个好耳机和手机,0
7249,不过竞技更难,0
7250,名字瞩目,0
7251,这个人被难言杀死过,0
7252,id瞩目,0
7253,Id瞩目,0
7254,id瞩目,0
7255,皇冠局决战圈全是伏地魔，能看到人说明你运气好和眼力劲号,0
7256,刚才红点不捡用机瞄？,0
7257,难道不知道竞技模式更难吗,0
7258,ID没谁了,0
7259,就不怕查水表吗这ID,0
7260,红衣军模式,0
7261,id瞩目,0
7262,开火左上仔细看,0
7263,这个模式跟端游一样,0
7264,ID瞩目,0
7265,我靠上面一个医疗箱啊,0
7266,这个ID,0
7267,ID瞩目,0
7268,不一样吧，没有屏息,0
7269,竞技模式是什么？,0
7270,医疗箱，扩容不捡，讲究,0
7271,左上角能压枪？？？,0
7272,自定义吧,0
7273,虎牙的不求人,0
7274,胡冬季哈哈哈,0
7275,我玩这模式三把二吃鸡,0
7276,他的开火键在哪,0
7277,我好像看见了医疗箱,0
7278,我同学杀过难言,0
7279,抱歉，这个模式里枪还是没明显下坠线,0
7280,我芦苇苇不屏息sks 800里外把头打,0
7281,秦王绕柱走的你够了↑,0
7282,告诉瞎子们开火键在左上角，这是三指操作,0
7283,哇⊙?⊙！看到这里才发现在现场,0
7284,内心慌得一批,0
7285,人家用的手柄,0
7286,菜鸟的都问开火键，麻烦留意一下左上角大大的10%透明度的开火键谢谢,0
7287,秦王绕柱走！,0
7288,医疗箱,0
7289,爱的魔力转圈圈,0
7290,秦王绕柱而走,0
7291,秦王绕柱,0
7292,真的凶,0
7293,这反应速度没谁了,0
7294,秦王绕柱走,0
7295,躲猫猫,0
7296,攻击键左上角，透明化了,0
7297,这是皇冠局？怕不是炸鱼塘,0
7298,走位风骚,0
7299,3Dtouch开火,0
7300,手柄认真的么。。,0
7301,用手柄的那个  去看直播   ,0
7302,为什么没有脚步？,0
7303,说没下坠线的，麻烦你下个游戏好嘛,0
7304,用外设？,0
7305,大盘鸡,0
7306,  3指操作谢谢,0
7307,左上角射击,0
7308,这个模式全军早就有了,0
7309,因为事竞技模式，没脚步,0
7310,反应速度？说实话 普通人水平谢谢,0
7311,现在打架你还去捡东西？说这种骚话的段位绝逼不超过青铜5,0
7312,什么医疗箱，那叫电脑,0
7313,左上角那么大一个开火键没看到？,0
7314,左上角开火键已透明,0
7315,外你个头,0
7316,左上角是什么,0
7317,这命中率不到百分之十,0
7318,左上开火键,0
7319,攻击键呢？,0
7320,LJ全军,0
7321,你看过他直播吗？还说外设,0
7322,这是谁,0
7323,虎牙主播眼瞎差评。,0
7324,三指操作了解一下,0
7325,开火键左上角,0
7326,他开枪键在哪,0
7327,还是大逃杀haowwn,0
7328,左下瞩目,0
7329,左上角，透明的,0
7330,左上,0
7331,左上角,0
7332,左上角,0
7333,这个模式就是一个还原端游的模式了不要在说别的了,0
7334,虎牙搜不求人,0
7335,三指操作  开火键左上,0
7336,攻击键在左上角透明度最低,0
7337,物理按钮，了解一下,0
7338,ID瞩目,0
7339,左上角开枪键,0
7340,ID瞩目,0
7341,ID瞩目,0
7342,左上角,0
7343,b站人均大佬,0
7344,说外设的自己看右下角,0
7345,虎牙搜索不求人,0
7346,再还原他也还是刺激战场,0
7347,g港？,0
7348,左上角，透明度低,0
7349,枪里子弹都不扣出来，不讲究,0
7350,这位勇士试图拯救世界，但是他失败了。,0
7351,你竞技模式枪里还有子弹？,0
7352,血瞬间到底？这么脆的吗？,0
7353,反正他对枪都是剩这么多血不会死,0
7354,锁血,0
7355,多正常的事还要夸好笑,0
7356,差点拯救世界。,0
7357,id好评,0
7358,快进都看不出来？,0
7359,竞技模式枪里没子弹,0
7360,散弹打头了,0
7361,打头了,0
7362,很厉害啊,0
7363,开火键在左上角,0
7364,马叉虫啊不求人,0
7365,逐渐远离，标题,0
7366,说开火键在左上角的啥子,0
7367,我就早死了,0
7368,在现场,0
7369,刺激战场就这样秒,0
7370,王牌路过,0
7371,一打四当然累,0
7372,我弟12苟上王牌,0
7373,突然发现在现场,0
7374,太强了,0
7375,进度条,0
7376,声音是不是有延迟？,0
7377,那个趴下很灵性,0
7378,开火箭左上角透明最低,0
7379,音画不同？,0
7380,说不打头的你发视频吧,0
7381,原来都不开镜。就我都开镜，使命召唤不开镜根本打不中,0
7382,我天天打这个局不累啊,0
7383,再说了这是单人四排，自己打四排有时候都很麻烦，单人那不是更麻烦？,0
7384,他打人一下就死的吗?,0
7385,左上角能压枪,0
7386,战神路过,0
7387,他是1v4谢谢,0
7388,音画不同步 ,0
7389,模拟器战神表示这些操作像模拟器黄金,0
7390,八倍不拿？,0
7391,膀胱局,0
7392,你只不过有个能减噪的耳机听脚步而已,0
7393,见面就是两枪头的举手,0
7394,虎牙不求人,0
7395,看过了,0
7396,八倍镜不要  讲究。,0
7397,啧啧啧,0
7398,八倍不要讲究,0
7399,奢侈,0
7400,皇冠玩家表示。打不过打不过,0
7401,皇冠竞技模式单人四排,0
7402,不要八倍讲究,0
7403,不要八倍镜，讲究,0
7404,8倍不捡，讲究,0
7405,表示端游都是这样并没觉得累 反而很有趣 ,0
7406,不拿八倍，讲究,0
7407,八倍不要？,0
7408,竞技模式你看清楚好吗？,0
7409,昨天战神,0
7410,不拿八倍的。这个主播好像不太玩狙,0
7411,这是皇冠的1v4竞技模式,0
7412,8倍都不要,0
7413,贴膜游戏,0
7414,有个医疗箱没捡,0
7415,不求人不打狙要八倍何用,0
7416,吹一天nb也累  现在干啥不累,0
7417,我皇冠都苟的,0
7418,战神笑而不语,0
7419,1打4你说累不累,0
7420,我王牌混不下去了,0
7421,皇冠也不难打,0
7422,不要8倍镜好评,0
7423,假皇冠加一,0
7424,觉得皇冠蛮好玩的。。。,0
7425,抱歉,0
7426,我的战神可能是假的,0
7427,单人四排刚强你试试,0
7428,八倍镜不要？,0
7429,不要八倍？,0
7430,他露过手,0
7431,刚刚不是有医疗箱吗,0
7432,皇冠局，都比较喜欢刚枪的,0
7433,8倍不捡？,0
7434,那你别打啊,0
7435,直播是刚枪的不是像你们一样苟上分的,0
7436,我王牌从来都是开单人四排,0
7437,不要八倍吗,0
7438,可以在虎牙上搜，不求人，自己去看,0
7439,话说为什么一定要捡8倍啊，难道不是全看手感吗？,0
7440,我可能是个假的王牌,0
7441,八倍不捡讲究,0
7442,8倍不要？？？？,0
7443,这是单人四排好吗,0
7444,竞技模式没有人机的,0
7445,无敌战神有很多水分,0
7446,竞技模式皇冠好打？,0
7447,爷们,0
7448,这个游戏有职业一说吗,0
7449,苟上去的叫个毛？,0
7450,这波我上我不行,0
7451,你王牌钢枪上去的？,0
7452,别人是单人四排,0
7453,我皇冠上次没头一打四只打死两个因为没头被打头了,0
7454,真的打着累，我一天就玩个两三小时就不想玩了,0
7455,人家是战神，,0
7456,补偿不要,0
7457,。。。。娱乐有段位？职业选手称号不是用来吹的，大哥,0
7458,补偿和八倍都不要。。。,0
7459,南无阿弥陀佛,0
7460,不捡八倍讲究,0
7461,没得，，，,0
7462,补偿器不捡  讲究,0
7463,亚运项目了解一下,0
7464,战神才对少个？战神还跑着来酸？,0
7465,我刚听到了他旁边的人说出了重庆话,0
7466,战神了解一手,0
7467,王牌我kd8,0
7468,这是竞技模式,0
7469,八倍镜不要?,0
7470,补偿器不要，讲究。,0
7471,，，，，，端游路过，表示手游很好打,0
7472,不要8倍，讲究,0
7473,定级铂金超过200局上皇冠的别说话,0
7474,你开心就好,0
7475,刚刚的医疗箱不要讲究,0
7476,对手没有这么傻的是你没有这个人的意识和枪法,0
7477,骚啊不求人,0
7478,王牌kd4+,0
7479,不多，剧本上说还有3个,0
7480,八倍补偿都不要讲究,0
7481,娱乐啥段位都有,0
7482,人家一打四 你试试。,0
7483,麻烦去虎牙搜不求人,0
7484,人家不打狙好吧！！！,0
7485,虎牙不求人,0
7486,s1开挂到s3没被封我很低调？,0
7487,王牌现在也有百分之六玩家了,0
7488,王牌太简单。。。,0
7489,他不打狙要什么八倍,0
7490,王牌很牛吗？我宿舍基本都是四人王牌段，全靠苟，KD连1.3都没有,0
7491,重庆话,0
7492,没得,0
7493,战神路过 场均1300伤,0
7494,我苟都苟到王牌了,0
7495,16岁王牌在此,0
7496,人家是单人四排，你们酸什么,0
7497,4排王牌5000分路过,0
7498,皇冠局神仙太多了,0
7499,如果竞技模式加到排位里我看你连哪里开枪都不知道,0
7500,8倍科技枪,0
7501,为什么要拿补偿?每个人都有自己的习惯,0
7502,这主播一般很少玩狙,0
7503,人家皇冠竞技模式单人4排，不要在那说什么自己王牌什么什么的,0
7504,不要补偿吗,0
7505,竞技模式适合消音步枪,0
7506,红点不有,0
7507,你的四倍呢,0
7508,皇冠随便虐我,0
7509,不要补偿器？看来我段位太低了,0
7510,竞技模式有小学生装白衣军的,0
7511,因为是单人四排还是竞技模式，对于他来说隐蔽是最优先的,0
7512,王牌4900分KD7表示钻石三左右以上单人四排很难征服，还有说皇冠单人四排没难度的我也是醉了,0
7513,沙发上的电竞,0
7514,难受啊马飞,0
7515,我要有个好手机 我早就不累了,0
7516,机瞄之王？,0
7517,这个主播不打狙，可以去虎牙看,0
7518,有伏地魔你就gg,0
7519,这个游戏不是你有时间就能为所欲为上分的嘛,0
7520,8倍镜都不要,0
7521,王牌kd18,0
7522,不求人是不打狙的，狙只爱AWM他他打狙要看心情的,0
7523,15岁战神路过,0
7524,操作很奇怪像是开了透视,0
7525,没有很强啊，还以为出来能杀十几个呢,0
7526,竟际模式,0
7527,都是神仙，我战神kd一百万我说啥了,0
7528,王牌还有苟上去的呢,0
7529,15岁王牌了解一下,0
7530,进度条告诉了我一切,0
7531,上分是不难，狗的大有人在！不过不是我,0
7532,难受啊马飞,0
7533,每局苟住基本稳上分的,0
7534,魔王了解一下,0
7535,不明白，怎么混上去的,0
7536,虎牙不求人,0
7537,伏地魔苟分上去的,0
7538,竞技模式消音枪口不显示,0
7539,苟的话肯定不难啊,0
7540,说不打狙的，你没看见他只玩AWM吗,0
7541,自己不捡境的，前面之前有个红点自己不捡,0
7542,刚刚前面有红点又不捡,0
7543,挑战机瞄吧,0
7544,竞技模式要补偿？,0
7545,竞技模式没有枪标和端游差不多，你说要补偿还是消音？,0
7546,←被带上去的,0
7547,竞技模式拿消音最好,0
7548,不求人不打狙,0
7549,有些人直接找一些朋友带他打四人，然后他直接当成吉祥物，基本没啥用，但是又好加分,0
7550,竞技模式装补偿你怕是失了志,0
7551,混王牌就不要说了好不好,0
7552,点我看鬼故事,0
7553,带菜上去的我就是带一个铂金的上皇冠,0
7554,逐渐偏离标题,0
7555,竞技模式消音好,0
7556,这游戏苟就可以了，皇冠轻轻松松,0
7557,高手不需要小地图提示,0
7558,老阴逼就是混子，不接受反驳,0
7559,up主的音画从来没同步过,0
7560,经常没队友单人四排王牌局,0
7561,八倍镜不要讲究,0
7562,这技术虽然算厉害了，但也不要乱吹，牛逼点很多都不是你们说的部分，丢人,0
7563,这游戏就王牌难打,0
7564,人家是单人四排    一人屠一城 唯有不求人,0
7565,无敌战神怎么样？,0
7566,稳的一批,0
7567,看来以后看到包就要检，里面就可能有八倍,0
7568,见面就是两枪头的举个手,0
7569,什么手机阿这么流畅,0
7570,这人开镜是3dtouch 吧,0
7571,有些皇冠很水，kd只有一点多，只有队伍里的MVP才是真材实料,0
7572,压枪好稳,0
7573,八倍为什么不拿,0
7574,王牌还是好上的，有时间就能上,0
7575,全息比红点稳,0
7576,我11战神,0
7577,舒华宝宝正面刚，哈哈,0
7578,虎真好看,0
7579,希澈好漂亮,0
7580,舒华眼睛亮晶晶,0
7581,哈哈我们的台妹啊,0
7582,好漂漂,0
7583,承包云哥的小嘴嘴,0
7584,斗鸡眼了hhhhhh,0
7585,舒华啊,0
7586,哥，你的发际线。。。。,0
7587,我也在想希澈这么看着我啊,0
7588,这不是黄中柳吗？,0
7589,淑华认真到有点斗鸡哈哈哈哈,0
7590,希澈眼睛好大,0
7591,你们需要曺圭贤,0
7592,希大真好看,0
7593,哈哈哈哈哈哈 可爱我希大,0
7594,wuli刷啊,0
7595,我大大作弊 哈哈哈哈,0
7596,近看好漂亮,0
7597,纯素颜都这么好看啊,0
7598,希大真好看,0
7599,哈哈哈哈哈哈哈哈哈哈哈哈哈金希澈眼睛都红了,0
7600,希澈好漂亮,0
7601,虎真好看,0
7602,调跟原唱不一样，有点高,0
7603,有一点走调 开始没听出来(我我我真不是柠檬精啊),0
7604,无限循环,0
7605,告诉你们一个秘密，全屏才会出现歌名,0
7606,妈耶,0
7607,见封进,0
7608,我还没哑巴的时候比他好多了,0
7609,？？？神仙唱歌,0
7610,狗音？,0
7611,好喜欢啊,0
7612,他们在干嘛？,0
7613,羡慕！！,0
7614,下面那个人在干嘛。。。,0
7615,这个好听,0
7616,林俊杰的歌,0
7617,好听好听！,0
7618,泡沫轴按摩腿前侧,0
7619,林俊杰,0
7620,林俊杰？？？？,0
7621,好听啊,0
7622,好听,0
7623,居然还是躺着？!,0
7624,这个厉害,0
7625,居然看到了我们家的衣服 开心,0
7626,终于可以发弹幕了,0
7627,翻唱我林的歌目前为止最喜欢的一个！,0
7628,刺激,0
7629,假唱,0
7630,等等。。。躺着唱的。。,0
7631,那些你很冒险的梦,0
7632,那你能不能不要点进来看,0
7633,哇，这个还厉害了,0
7634,烟鬼！！！小姐姐唱得好听啊,0
7635,同款哈士奇抱枕,0
7636,录音效果太好了,0
7637,鸡皮疙瘩,0
7638,好听woc,0
7639,好听,0
7640,这不行啊,0
7641,好听,0
7642,好听,0
7643,好厉害,0
7644,同款名创优品的狗子,0
7645,好听,0
7646,喜欢,0
7647,好听,0
7648,棒棒棒,0
7649,这是我老婆,0
7650,嘟嘟嘟嘟嘟,0
7651,毁了毁了,0
7652,手动事业线,0
7653,歌名shape of you,0
7654,歌名打错了啦,0
7655,这个发音！我的妈,0
7656,福了,0
7657,我的嗓子是生着玩呢趴,0
7658,抢拍了。。,0
7659,这都能猜出是哪首歌？！,0
7660,这个不行啊,0
7661,好听,0
7662,好听,0
7663,我大概是被阎王锁过喉吧,0
7664,好棒,0
7665,水龙头唱的好,0
7666,老樊老樊吹爆,0
7667,咬字不错,0
7668,啊啊啊承包,0
7669,我的老樊！！,0
7670,老樊！,0
7671,承包隔壁老樊这首歌,0
7672,超爱这个,0
7673,隔壁老樊！,0
7674,啊啊啊这个超好听,0
7675,好听,0
7676,啊啊啊！！老樊！！！,0
7677,水龙头唱的好哈哈哈哈哈哈哈哈哈笑死,0
7678,我也有,0
7679,哇鸡皮疙瘩,0
7680,水龙头有倒影,0
7681,哇 扎心了  我哭了  你们呢,0
7682,很不错啊,0
7683,好听,0
7684,哈哈哈哈哈哈,0
7685,好听啊,0
7686,同款哈士奇,0
7687,厕所！浴室！,0
7688,吹爆老樊,0
7689,被阎王锁过喉的我,0
7690,这个巨好听！,0
7691,啊啊啊啊,0
7692,好心动啊！！！！,0
7693,啊啊啊啊啊啊,0
7694,妈耶，我爱这个,0
7695,隔壁老樊,0
7696,老樊！,0
7697,喜欢这个,0
7698,墙面反射有人在弹吉他哎,0
7699,bgm：再见你好,0
7700,好听！！！,0
7701,这个真的好听,0
7702,巨好听,0
7703,厕所立体音,0
7704,水龙头c位出道,0
7705,这个好听！,0
7706,这门把手咱长得像个水龙头,0
7707,好听!,0
7708,哇这个声音！,0
7709,问歌名的都是瞎子(滑里个稽),0
7710,心动的声音,0
7711,太好听了,0
7712,水龙头都比我唱的好听,0
7713,水龙头好优秀,0
7714,人呢？？？,0
7715,好听,0
7716,就是你,0
7717,看到影子了！,0
7718,什么歌啊,0
7719,再见 你好,0
7720,歌名：再见，你好,0
7721,我终于见过水龙头下面了,0
7722,厕……厕所！？,0
7723,好听！,0
7724,水龙头都唱的比我好,0
7725,承包这个小哥哥的声音,0
7726,这个真的好好听,0
7727,优秀,0
7728,有故事,0
7729,好听啊,0
7730,啊啊啊！,0
7731,会唱歌的架子,0
7732,你们不说是水龙头我都没发现是_(:з」∠)_,0
7733,求这里谁唱的！！！,0
7734,心动,0
7735,我觉得他把手机放在洗手池里，然后坐在马桶上，边拉屎边唱歌,0
7736,洗澡唱歌？,0
7737,因为厕所唱歌自带混响,0
7738,求bgm,0
7739,我未来男朋友的声音,0
7740,我知道了！因为在蹲坑,0
7741,再见你好,0
7742,老樊！,0
7743,喜欢这种声音,0
7744,水龙头c位出道,0
7745,哇,0
